,TimeStamp,VIN,MFG_Date,EngineRPM,VehicleSpeed,FuelSystemStatus,EngineCoolantTemp,ShortTermFuelTrim,LongTermFuelTrim,IntakeAirTemperature,ThrottlePosition,OxygenSensor,RelativeThrottlePosition,AmbientAirTemperature,AbsoluteThrottlePosition,EngineLoad
55,2022-12-09 11:34:47.186497+00:00,MA3NFG81SNA103948,1-2022,4397.25,49.098989939999996,19303.0,-18.0,47.65625,-93.75,79.0,1.5686274509803924,1.09,5.882352941176471,89.0,3.1372549019607847,25.098039215686278
56,2022-12-09 11:34:48.186497+00:00,MA3NFG81SNA103948,1-2022,9311.25,103.96792769999999,52051.0,48.0,67.96875,-70.3125,181.0,35.294117647058826,1.02,33.333333333333336,12.0,10.980392156862747,16.862745098039216
57,2022-12-09 11:34:49.186497+00:00,MA3NFG81SNA103948,1-2022,5942.25,66.35021274,37175.0,68.0,-77.34375,-96.875,-10.0,31.764705882352946,1.22,12.941176470588237,211.0,20.3921568627451,11.372549019607845
58,2022-12-09 11:34:50.186497+00:00,MA3NFG81SNA103948,1-2022,2248.25,25.10359978,6245.0,99.0,-41.40625,66.40625,127.0,28.62745098039216,0.985,25.882352941176475,109.0,18.82352941176471,34.117647058823536
59,2022-12-09 11:34:51.186497+00:00,MA3NFG81SNA103948,1-2022,3820.25,42.65630026,36637.0,176.0,-48.4375,52.34375,103.0,7.058823529411765,0.61,35.294117647058826,173.0,0.0,35.294117647058826
60,2022-12-09 11:34:52.186497+00:00,MA3NFG81SNA103948,1-2022,6692.25,74.72459274,31993.0,2.0,-98.4375,-56.25,111.0,25.490196078431374,0.655,28.23529411764706,167.0,37.64705882352942,5.882352941176471
61,2022-12-09 11:34:53.186497+00:00,MA3NFG81SNA103948,1-2022,4976.25,55.56401129999999,45752.0,-8.0,40.625,47.65625,169.0,12.549019607843139,0.185,11.764705882352942,215.0,18.43137254901961,20.000000000000004
62,2022-12-09 11:34:54.186497+00:00,MA3NFG81SNA103948,1-2022,5371.25,59.9745181,23112.0,85.0,-31.25,-23.4375,31.0,22.35294117647059,0.31,25.882352941176475,171.0,9.019607843137257,1.5686274509803924
63,2022-12-09 11:34:55.186497+00:00,MA3NFG81SNA103948,1-2022,6187.25,69.08584354,40462.0,119.0,99.21875,-33.59375,6.0,28.23529411764706,1.155,11.764705882352942,180.0,11.372549019607845,26.66666666666667
64,2022-12-09 11:34:56.186497+00:00,MA3NFG81SNA103948,1-2022,6369.25,71.11802641999999,1153.0,-15.0,72.65625,38.28125,173.0,10.980392156862747,1.1500000000000001,31.764705882352946,193.0,4.313725490196079,38.43137254901961
65,2022-12-09 11:34:57.186497+00:00,MA3NFG81SNA103948,1-2022,7014.25,78.31999322,21815.0,70.0,53.90625,92.96875,46.0,14.901960784313728,0.525,17.647058823529413,40.0,8.23529411764706,14.901960784313728
66,2022-12-09 11:34:58.186497+00:00,MA3NFG81SNA103948,1-2022,2654.25,29.636930819999996,46690.0,-34.0,-56.25,28.90625,-34.0,4.313725490196079,0.77,2.7450980392156867,149.0,30.196078431372552,23.529411764705884
67,2022-12-09 11:34:59.186497+00:00,MA3NFG81SNA103948,1-2022,4896.25,54.67074409999999,47032.0,-30.0,-97.65625,-81.25,193.0,13.725490196078432,0.52,24.31372549019608,16.0,12.941176470588237,12.15686274509804
68,2022-12-09 11:35:00.186497+00:00,MA3NFG81SNA103948,1-2022,3835.25,42.823787859999996,32331.0,-24.0,-63.28125,-66.40625,23.0,37.64705882352942,1.2750000000000001,12.941176470588237,195.0,20.3921568627451,2.3529411764705888
69,2022-12-09 11:35:01.186497+00:00,MA3NFG81SNA103948,1-2022,1889.25,21.09506322,41477.0,114.0,49.21875,-91.40625,185.0,8.23529411764706,1.19,22.35294117647059,69.0,31.372549019607845,27.058823529411768
70,2022-12-09 11:35:02.186497+00:00,MA3NFG81SNA103948,1-2022,9815.25,109.59551106,25923.0,174.0,-38.28125,-42.1875,147.0,23.137254901960787,0.485,23.137254901960787,132.0,23.137254901960787,34.50980392156863
71,2022-12-09 11:35:03.186497+00:00,MA3NFG81SNA103948,1-2022,10394.25,116.06053242000002,21831.0,10.0,47.65625,66.40625,-1.0,5.098039215686275,1.165,19.215686274509807,184.0,5.882352941176471,9.803921568627452
72,2022-12-09 11:35:04.186497+00:00,MA3NFG81SNA103948,1-2022,1220.25,13.625116259999999,2311.0,22.0,-89.0625,-32.03125,2.0,16.47058823529412,0.2,14.50980392156863,-20.0,11.764705882352942,26.66666666666667
73,2022-12-09 11:35:05.186497+00:00,MA3NFG81SNA103948,1-2022,2420.25,27.02412426,13402.0,180.0,75.0,-46.875,71.0,19.215686274509807,0.2,26.66666666666667,126.0,29.411764705882355,26.27450980392157
74,2022-12-09 11:35:06.186497+00:00,MA3NFG81SNA103948,1-2022,1941.25,21.6756869,55658.0,-33.0,-67.1875,-64.84375,138.0,2.7450980392156867,1.07,37.254901960784316,96.0,16.47058823529412,3.9215686274509807
75,2022-12-09 11:35:07.186497+00:00,MA3NFG81SNA103948,1-2022,6585.25,73.52984786,9147.0,140.0,72.65625,-48.4375,-37.0,11.764705882352942,0.925,36.86274509803922,173.0,10.19607843137255,5.4901960784313735
76,2022-12-09 11:35:08.186497+00:00,MA3NFG81SNA103948,1-2022,291.25,3.2520509,9897.0,146.0,-78.125,-36.71875,209.0,0.0,0.9,7.450980392156864,116.0,1.1764705882352944,3.5294117647058827
77,2022-12-09 11:35:09.186497+00:00,MA3NFG81SNA103948,1-2022,4863.25,54.30227138000001,35223.0,74.0,-92.1875,-80.46875,71.0,37.64705882352942,0.65,34.117647058823536,116.0,29.01960784313726,36.86274509803922
78,2022-12-09 11:35:10.186497+00:00,MA3NFG81SNA103948,1-2022,2186.25,24.411317699999998,42884.0,47.0,32.8125,-67.1875,146.0,30.588235294117652,0.295,7.843137254901961,-5.0,30.588235294117652,27.058823529411768
79,2022-12-09 11:35:11.186497+00:00,MA3NFG81SNA103948,1-2022,8909.25,99.47926002,20128.0,193.0,46.09375,-91.40625,-21.0,29.803921568627455,1.16,15.686274509803923,3.0,0.7843137254901962,12.15686274509804
80,2022-12-09 11:35:12.186497+00:00,MA3NFG81SNA103948,1-2022,1569.25,17.52199442,44580.0,61.0,-36.71875,21.875,0.0,26.66666666666667,0.04,21.176470588235297,191.0,12.549019607843139,37.64705882352942
81,2022-12-09 11:35:13.186497+00:00,MA3NFG81SNA103948,1-2022,770.25,8.60048826,423.0,-27.0,-89.0625,74.21875,166.0,14.50980392156863,0.395,38.43137254901961,49.0,7.058823529411765,2.7450980392156867
82,2022-12-09 11:35:14.186497+00:00,MA3NFG81SNA103948,1-2022,2711.25,30.273383699999997,21788.0,93.0,-60.9375,-87.5,11.0,18.039215686274513,0.795,1.9607843137254903,44.0,4.7058823529411775,24.31372549019608
83,2022-12-09 11:35:15.186497+00:00,MA3NFG81SNA103948,1-2022,9788.25,109.29403338,28657.0,36.0,90.625,-47.65625,62.0,2.7450980392156867,0.47000000000000003,16.862745098039216,96.0,23.921568627450984,2.7450980392156867
84,2022-12-09 11:35:16.186497+00:00,MA3NFG81SNA103948,1-2022,7271.25,81.1896141,45936.0,64.0,-25.78125,-96.09375,33.0,21.176470588235297,0.685,21.960784313725494,32.0,7.450980392156864,15.686274509803923
85,2022-12-09 11:35:17.186497+00:00,MA3NFG81SNA103948,1-2022,4656.25,51.9909425,12632.0,22.0,41.40625,-37.5,189.0,17.254901960784316,1.2650000000000001,3.5294117647058827,114.0,2.7450980392156867,5.098039215686275
86,2022-12-09 11:35:18.186497+00:00,MA3NFG81SNA103948,1-2022,4781.25,53.3866725,20112.0,-30.0,38.28125,-69.53125,184.0,8.23529411764706,1.18,8.23529411764706,81.0,11.372549019607845,7.843137254901961
87,2022-12-09 11:35:19.186497+00:00,MA3NFG81SNA103948,1-2022,10055.25,112.27531266000001,54796.0,-16.0,-49.21875,-78.125,124.0,13.725490196078432,0.465,13.725490196078432,-6.0,20.3921568627451,33.72549019607843
88,2022-12-09 11:35:20.186497+00:00,MA3NFG81SNA103948,1-2022,6251.25,69.80045729999999,5172.0,98.0,-39.0625,-32.8125,143.0,30.98039215686275,0.34,20.3921568627451,30.0,17.254901960784316,30.98039215686275
89,2022-12-09 11:35:21.186497+00:00,MA3NFG81SNA103948,1-2022,2451.25,27.370265299999996,63448.0,-15.0,-64.0625,87.5,101.0,18.039215686274513,1.17,1.5686274509803924,-20.0,29.01960784313726,0.0
90,2022-12-09 11:35:22.186497+00:00,MA3NFG81SNA103948,1-2022,5562.25,62.10719353999999,21068.0,213.0,40.625,-76.5625,58.0,16.078431372549023,0.9450000000000001,5.882352941176471,-30.0,34.90196078431373,13.725490196078432
91,2022-12-09 11:35:23.186497+00:00,MA3NFG81SNA103948,1-2022,10462.25,116.81980954000001,22384.0,85.0,-31.25,-24.21875,145.0,29.01960784313726,0.02,24.70588235294118,-3.0,16.47058823529412,34.90196078431373
92,2022-12-09 11:35:24.186497+00:00,MA3NFG81SNA103948,1-2022,1578.25,17.622486979999998,25801.0,-17.0,30.46875,-64.0625,108.0,32.54901960784314,0.14,15.294117647058826,12.0,1.1764705882352944,39.21568627450981
93,2022-12-09 11:35:25.186497+00:00,MA3NFG81SNA103948,1-2022,4220.25,47.12263626,9586.0,157.0,-96.875,-48.4375,95.0,28.62745098039216,1.115,5.882352941176471,173.0,18.039215686274513,1.1764705882352944
94,2022-12-09 11:35:26.186497+00:00,MA3NFG81SNA103948,1-2022,8796.25,98.2175201,65168.0,39.0,-27.34375,22.65625,63.0,11.372549019607845,0.515,36.078431372549026,-16.0,2.3529411764705888,35.68627450980392
95,2022-12-09 11:35:27.186497+00:00,MA3NFG81SNA103948,1-2022,5293.25,59.10358258,28756.0,185.0,-52.34375,43.75,198.0,27.450980392156865,0.88,8.23529411764706,141.0,6.666666666666668,23.921568627450984
96,2022-12-09 11:35:28.186497+00:00,MA3NFG81SNA103948,1-2022,5484.25,61.23625802,32774.0,211.0,-75.0,-28.90625,-6.0,11.372549019607845,0.42,30.98039215686275,-35.0,29.411764705882355,11.764705882352942
97,2022-12-09 11:35:29.186497+00:00,MA3NFG81SNA103948,1-2022,3135.25,35.007699859999995,2108.0,10.0,78.125,-89.84375,-2.0,6.274509803921569,0.9400000000000001,25.882352941176475,108.0,14.11764705882353,11.372549019607845
98,2022-12-09 11:35:30.186497+00:00,MA3NFG81SNA103948,1-2022,10204.25,113.93902282000002,52382.0,127.0,76.5625,92.1875,-38.0,6.274509803921569,0.06,22.35294117647059,70.0,16.862745098039216,34.50980392156863
99,2022-12-09 11:35:31.186497+00:00,MA3NFG81SNA103948,1-2022,950.25,10.610339459999999,22610.0,48.0,44.53125,-47.65625,-14.0,18.82352941176471,1.175,36.078431372549026,59.0,10.588235294117649,16.47058823529412
100,2022-12-09 11:35:32.186497+00:00,MA3NFG81SNA103948,1-2022,5650.25,63.08978746000001,7167.0,169.0,92.96875,60.15625,-13.0,38.03921568627452,0.99,29.01960784313726,16.0,21.176470588235297,20.3921568627451
101,2022-12-09 11:35:33.186497+00:00,MA3NFG81SNA103948,1-2022,4424.25,49.40046762000001,64347.0,-13.0,-42.1875,-25.78125,-18.0,6.666666666666668,1.16,33.72549019607843,110.0,9.019607843137257,3.9215686274509807
102,2022-12-09 11:35:34.186497+00:00,MA3NFG81SNA103948,1-2022,4746.25,52.995868099999996,52120.0,106.0,-25.0,-86.71875,205.0,9.411764705882355,0.435,30.196078431372552,129.0,31.764705882352946,5.098039215686275
103,2022-12-09 11:35:35.186497+00:00,MA3NFG81SNA103948,1-2022,5500.25,61.414911460000006,46150.0,115.0,-77.34375,58.59375,201.0,20.7843137254902,0.87,1.5686274509803924,-37.0,3.1372549019607847,27.843137254901965
104,2022-12-09 11:35:36.186497+00:00,MA3NFG81SNA103948,1-2022,5798.25,64.74233178,17390.0,206.0,25.78125,-53.90625,196.0,31.372549019607845,0.47500000000000003,33.333333333333336,108.0,12.941176470588237,18.039215686274513
105,2022-12-09 11:35:37.186497+00:00,MA3NFG81SNA103948,1-2022,8446.25,94.3094761,17172.0,177.0,67.96875,96.09375,26.0,20.3921568627451,0.5,8.23529411764706,165.0,34.90196078431373,12.549019607843139
106,2022-12-09 11:35:38.186497+00:00,MA3NFG81SNA103948,1-2022,10346.25,115.52457209999999,42982.0,203.0,50.78125,84.375,144.0,3.9215686274509807,1.245,6.274509803921569,14.0,37.254901960784316,35.68627450980392
107,2022-12-09 11:35:39.186497+00:00,MA3NFG81SNA103948,1-2022,1614.25,18.02445722,39593.0,-28.0,-42.96875,-96.875,71.0,2.3529411764705888,0.515,28.62745098039216,56.0,0.7843137254901962,25.490196078431374
108,2022-12-09 11:35:40.186497+00:00,MA3NFG81SNA103948,1-2022,2950.25,32.94201945999999,58447.0,38.0,47.65625,-94.53125,197.0,8.627450980392158,0.665,32.54901960784314,168.0,10.19607843137255,23.921568627450984
109,2022-12-09 11:35:41.186497+00:00,MA3NFG81SNA103948,1-2022,7718.25,86.18074458,44845.0,124.0,85.15625,97.65625,132.0,13.333333333333336,1.08,24.70588235294118,171.0,21.176470588235297,24.31372549019608
110,2022-12-09 11:35:42.186497+00:00,MA3NFG81SNA103948,1-2022,8290.25,92.56760506,13804.0,58.0,93.75,35.9375,199.0,34.90196078431373,0.59,35.294117647058826,-10.0,22.74509803921569,22.74509803921569
111,2022-12-09 11:35:43.186497+00:00,MA3NFG81SNA103948,1-2022,6457.25,72.10062034,16114.0,-12.0,-74.21875,-89.84375,164.0,9.019607843137257,0.985,38.03921568627452,91.0,27.058823529411768,23.921568627450984
112,2022-12-09 11:35:44.186497+00:00,MA3NFG81SNA103948,1-2022,3597.25,40.16631794,29163.0,141.0,-53.90625,-81.25,-32.0,28.23529411764706,1.2750000000000001,29.411764705882355,38.0,18.43137254901961,38.43137254901961
113,2022-12-09 11:35:45.186497+00:00,MA3NFG81SNA103948,1-2022,4655.25,51.97977666,45217.0,103.0,-53.90625,35.9375,113.0,31.372549019607845,0.29,35.68627450980392,35.0,6.666666666666668,12.549019607843139
114,2022-12-09 11:35:46.186497+00:00,MA3NFG81SNA103948,1-2022,8181.25,91.3505285,52144.0,-24.0,79.6875,82.03125,126.0,8.627450980392158,0.705,36.86274509803922,31.0,34.50980392156863,7.058823529411765
115,2022-12-09 11:35:47.186497+00:00,MA3NFG81SNA103948,1-2022,8607.25,96.10717634,48565.0,-16.0,-80.46875,59.375,9.0,25.490196078431374,0.315,3.5294117647058827,182.0,0.3921568627450981,26.27450980392157
116,2022-12-09 11:35:48.186497+00:00,MA3NFG81SNA103948,1-2022,4596.25,51.32099209999999,61882.0,77.0,45.3125,67.96875,155.0,7.450980392156864,0.595,2.7450980392156867,22.0,16.078431372549023,10.980392156862747
